App,Genres,Content Rating,Required Version,Last Updated,Current Version,Price($),Rating,Reviews,Size(kb)
Revolut Business,"Finance, Business",4+,13.0,2025-09-23,5.46,0.0,4.84854,2159,229643.0
Amex Business Blueprint™,"Finance, Business",4+,16.0,2025-09-02,13.2.1,0.0,4.80049,8531,73742.0
Lili - Small Business Finances,"Finance, Business",4+,14.0,2025-09-15,25.9.1,0.0,4.6299,6836,95840.0
Business Game: Monopolist,"Games, Entertainment, Board, Family",4+,10.0,2022-02-23,6.0,0.0,3.18033,732,242637.0
Booksy Biz: For Businesses,Business,12+,16.0,2025-09-26,3.38.5,0.0,4.48122,11957,374679.0
Novo - Small Business Checking,"Finance, Business",4+,14.0,2025-09-05,4.43.1,0.0,4.8182,19406,192838.0
Wave: Small Business Software,"Business, Finance",4+,16.0,2025-09-25,4.10.0,0.0,4.40407,6395,102074.0
Amazon Seller,"Business, Productivity",4+,15.0,2025-07-15,9.5.1,0.0,4.58721,93544,177522.0
Business Match: Social App,"Business, Social Networking",4+,15.6,2025-09-11,2.13.41,0.0,5.0,3,168435.0
CNBC: Stock Market & Business,"News, Finance",4+,16.0,2025-09-16,7.1.1,0.0,4.71511,628389,119862.0
Business Tycoon: Idle Clicker,"Games, Simulation, Casual",17+,12.0,2025-09-08,1.5.3,0.0,4.59907,2574,232556.0
Square Invoices: Invoice Maker,"Business, Finance",4+,16.0,2025-09-24,6.78,0.0,4.83832,88881,690429.0
My Verizon For Business,Business,4+,17.0,2025-09-05,6.0.1,0.0,4.61689,124279,138723.0
samcard- business card scanner,"Business, Productivity",4+,9.0,2024-12-10,2.10.11,0.0,4.63447,7652,113908.0
Podium - Small Business Tools,"Business, Productivity",9+,15.0,2025-09-03,2025.35.0,0.0,4.75233,28655,146266.0
Investor's Business Daily,"Finance, Business",4+,15.0,2025-07-03,7.14,0.0,4.69716,15193,135598.0
Moniepoint Business Banking,"Finance, Business",4+,13.0,2025-09-26,2.41.0,0.0,4.54118,6484,186268.0
Quantic School of Business,"Education, Business",12+,16.0,2025-09-07,2.8.2,0.0,4.89784,1713,133008.0
Financial Times: Business News,"News, Business",4+,14.0,2025-09-09,1.101,0.0,4.81855,22011,78620.0
"WEBTOON: Manga, Comics, Manhwa",Entertainment,12+,15.0,2025-09-26,3.7.11,0.0,4.76595,432008,178632.0
DC UNIVERSE INFINITE,"Entertainment, Books",12+,16.0,2025-08-26,3.25.0,0.0,4.67863,57983,154866.0
Marvel Unlimited,"Books, Entertainment",12+,16.0,2025-09-25,7.93.0,0.0,4.77105,59131,70215.0
GlobalComix: Comic Book Reader,"Books, Entertainment",17+,13.0,2025-09-25,2.2.12,0.0,4.79289,2419,79074.0
Comic Geeks,"Entertainment, Productivity",12+,14.0,2025-07-08,3.3.7,0.0,4.8395,2542,78504.0
"WebComics - Webtoon, Manga","Books, Magazines & Newspapers",12+,13.0,2025-09-22,3.6.81,0.0,4.80618,65521,164499.0
Tapas – Comics and Novels,"Books, Entertainment",17+,14.0,2025-05-26,7.11.0,0.0,4.56777,43715,81918.0
Manta: Comics & Novels,"Books, Entertainment",17+,15.1,2025-09-25,25.9.429,0.0,4.70242,26357,84714.0
Tappytoon Comics & Novels,"Books, Entertainment",12+,15.1,2025-09-24,4.0.0,0.0,4.32107,18180,100572.0
Panels - Comic Reader,"Books, Entertainment",4+,15.0,2025-09-15,3.8.3,0.0,4.78087,10268,127815.0
MangaToon: Comic & Manga,Books,12+,13.0,2025-09-26,3.30.06,0.0,4.48184,4464,97241.0
Toomics - Unlimited Comics,"Entertainment, Books",12+,12.0,2025-09-24,1.5.7,0.0,4.31252,3011,37410.0
Shonen Jump Manga & Comics,"Books, Entertainment",12+,16.4,2025-09-16,5.6.7,0.0,4.88971,238270,38387.0
Manga Reader: Webtoon & Comics,"Entertainment, Books",17+,16.0,2025-03-06,2.0,0.0,4.57407,162,12972.0
Lezhin Comics-Premium Webtoons,Books,17+,15.0,2025-07-16,2025.7.2,0.0,2.59794,2721,62883.0
"INKR — Comics, Manga, Webtoons","Books, Entertainment",12+,13.0,2023-08-11,2.13.10,0.0,4.3975,2493,153405.0
Dark Horse Comics,"Books, Entertainment",17+,17.5,2025-02-25,2.2.31,0.0,4.49146,645,32184.0
iCollect Comic Books - Keys,"Reference, Lifestyle",4+,15.0,2025-09-24,9.3.9,0.0,4.55464,2937,27043.0
CLZ Comics collection database,"Entertainment, Reference",4+,13.0,2025-08-27,10.3.2,0.0,4.86395,12275,31188.0
Midtown Comics,"Books, Entertainment",4+,13.0,2025-09-22,5.1.4,0.0,4.33951,1296,50302.0
Key Collector Comics App,"Entertainment, Reference",9+,16.6,2025-09-17,4.4.5,0.0,4.82211,14149,89063.0
Rage Comics,"Entertainment, Social Networking",12+,7.1,2015-12-05,5.2,0.0,3.61905,63,13521.0
WebNovel - Read Novels & Manga,"Books, Magazines & Newspapers",17+,15.0,2025-09-22,8.12.1,0.0,4.35006,44988,214521.0
IDW Digital Comics Experience,"Books, Entertainment",12+,13.4,2025-09-09,6.2.0,0.0,5.0,1,29168.0
VIZ Manga,"Books, Entertainment",12+,16.4,2025-09-17,7.6.7,0.0,4.84945,71083,36423.0
Amazon Kindle,Books,12+,16.0,2025-09-25,7.42.1,0.0,4.8571,5282711,178144.0
Manga Reader ㅤ,Books,12+,15.0,2025-08-19,1.5.9,0.0,4.49117,16473,64591.0
"Libby, the library app","Books, Entertainment",4+,10.0,2025-09-12,8.3.1,0.0,4.85271,3868862,11749.0
Dashtoon: Comics & Manga,Entertainment,12+,13.0,2025-07-22,2.6.87,0.0,4.8047,4429,101687.0
Toonred - Webtoon & Manga,"Entertainment, Books",17+,12.4,2025-09-02,1.9,0.0,4.0,1,24435.0
"SuperToon - Webtoon, Manga","Books, Magazines & Newspapers",17+,13.0,2024-04-24,1.1.00,0.0,4.83133,83,46265.0
Tinyview Comics,"Entertainment, Books",9+,15.6,2025-09-25,10.0,0.0,4.80246,1377,55723.0
Shortbread: Romance Series,Entertainment,17+,15.0,2025-08-26,1.3.68,0.0,4.72189,3211,157410.0
Manga Reader - Comics App,"Magazines & Newspapers, Entertainment",17+,16.0,2025-03-25,1.0,0.0,4.46154,26,38366.0
HiComics-Popular Manga Reader,"Books, Entertainment",12+,10.0,2023-08-23,1.0.2,0.0,5.0,2,39103.0
Siam Inter Comics,"Entertainment, Books",17+,11.0,2023-10-17,7.64,0.0,4.9,10,107136.0
ComicGlass,"Utilities, Books",12+,15.6,2025-07-27,9.71,2.99,4.30508,59,37388.0
Dorian: Romantasy Games Hub,"Entertainment, Simulation, Games, Role Playing",17+,14.0,2025-09-19,3.55.3,0.0,4.55896,7251,68766.0
Mangamo Manga Reader & Comics,"Books, Entertainment",12+,15.1,2025-08-29,1.227.3,0.0,4.68831,385,51171.0
Comic Caption Meme Maker Lite,"Photo & Video, Entertainment",4+,14.0,2023-06-12,4.11,0.0,4.54685,4237,20064.0
Manga Reader Infinity,Books,12+,16.0,2025-09-24,6.4.0,0.0,4.50298,1672,130150.0
AirComix Lite,"Utilities, Books",4+,10.0,2022-05-02,6.2.5,0.0,4.5,52,88440.0
Manga Dogs - webtoon reader,"Books, Entertainment",17+,13.0,2025-08-26,4.7.9,0.0,4.07285,1757,82600.0
comic box-hot comic,"Entertainment, Books",17+,14.0,2023-08-14,6.0.1,0.0,4.36735,49,31339.0
Toonsutra: Read Manga & Comics,"Entertainment, Books",12+,13.0,2025-08-11,4.1.02,0.0,5.0,8,100930.0
Komic - Comic/Manga Reader,Books,4+,17.0,2025-09-08,1.12.0,0.0,5.0,2,36388.0
SwagToons: Web Comics & Toons,"Books, Entertainment",17+,13.0,2025-09-14,1.5.0,0.0,4.73332,15,223833.0
"iFics-Fun with Comics, Stories","Games, Adventure, Entertainment, Puzzle",17+,12.0,2024-03-18,3.0.0,0.0,4.1619,210,105398.0
WEBTOON KR - 네이버 웹툰,"Entertainment, Books",9+,16.0,2025-09-12,2.35.1,0.0,4.69705,4661,103947.0
Collectionary 4comics,"Reference, Entertainment",12+,12.0,2025-06-27,1.2.7,0.0,4.01754,57,55723.0
Signal - Private Messenger,"Social Networking, Utilities",12+,15.0,2025-09-25,7.78,0.0,4.75304,945625,167395.0
GroupMe,"Social Networking, Lifestyle",12+,15.0,2025-09-09,7.137,0.0,4.72189,1559084,392026.0
Telegram Messenger,"Social Networking, Productivity",17+,13.0,2025-09-05,12.0,0.0,4.01689,236107,149510.0
"Discord - Talk, Play, Hang Out","Social Networking, Games",17+,15.1,2025-09-22,298.0,0.0,4.70781,3221259,215525.0
Communication skills 2025,"Education, Health & Fitness",4+,17.4,2025-02-21,3.0.4,0.0,4.55414,314,5994.0
Google Chat,"Business, Productivity",4+,16.0,2025-09-22,1.0.390,0.0,4.64544,287742,411707.0
BAND - App for all groups,"Social Networking, Productivity",12+,16.0,2025-09-23,24.1.4,0.0,4.55574,27619,267641.0
Slack,"Business, Productivity",17+,16.0,2025-09-26,25.09.41,0.0,3.89668,29626,407591.0
Remind: School Communication,"Education, Social Networking",4+,15.0,2025-09-23,15.3,0.0,4.79692,1696589,90809.0
Visuals2Go,"Education, Lifestyle",4+,13.0,2025-02-14,6.6.8,0.0,4.30227,1363,64182.0
CommBoards Speech Assistant,"Education, Medical",4+,15.6,2025-09-09,1.26,0.0,4.46969,66,29871.0
FAMILIES | TalkingPoints,Education,4+,16.0,2025-09-18,4.2514.5,0.0,4.75739,91497,74776.0
TalkingParents: Co-Parent App,"Productivity, Lifestyle",4+,16.0,2025-09-24,8.2.0,0.0,4.3952,28724,122339.0
Pronto Team Communication,"Education, Business",12+,15.0,2025-09-20,6.3.2,0.0,4.85898,17040,87663.0
Zello Walkie Talkie,"Business, Utilities",12+,15.0,2025-09-09,6.10.4,0.0,4.62336,33393,281526.0
RingCentral,"Business, Productivity",4+,15.0,2025-09-18,25.3.30,0.0,4.82542,66966,510408.0
TEACHERS | TalkingPoints,"Education, Productivity",4+,16.0,2025-09-18,8.2514.5,0.0,4.81714,5124,66954.0
Messenger,"Social Networking, Productivity",12+,15.1,2025-09-23,526.0.0,0.0,4.64654,9931692,179877.0
Zoho Cliq - Team Communication,"Productivity, Social Networking",4+,15.0,2025-09-24,6.0.29,0.0,4.75799,4723,443857.0
Basecamp - Project Management,"Business, Productivity",4+,16.0,2025-09-11,4.19.0,0.0,4.6954,20827,55920.0
Khan Academy,Education,4+,15.0,2025-04-16,8.3.2,0.0,4.5678,97375,46180.0
Voxer Walkie Talkie Messenger,"Business, Social Networking",12+,12.0,2025-09-18,3.30.4,0.0,3.00457,1749,77477.0
KOBARITE Communication,"Education, Medical",4+,11.2,2019-06-18,1.2,0.0,4.5,2,62794.0
Orai - Improve Public Speaking,"Productivity, Business",4+,14.0,2024-11-03,3.25.23,0.0,4.62706,3097,366603.0
Deaf Communication Board App,"Medical, Utilities",4+,15.0,2025-07-29,1.5.0,0.0,4.34615,26,20864.0
Communicate : Think-Grow KM,"Education, Business",4+,9.0,2022-10-11,3.0,0.0,5.0,1,23076.0
Marco Polo - Video Messenger,"Social Networking, Photo & Video",4+,16.0,2025-09-22,0.1543.0,0.0,4.76344,2128817,216015.0
Jefferson Fisher,"Social Networking, Education",12+,16.0,2025-08-29,8.229.24,0.0,4.93617,47,120634.0
Zoom Workplace,"Business, Productivity",4+,15.0,2025-09-15,6.6.0,0.0,4.64911,3018021,343597.0
Klapp - School communication,Education,4+,12.0,2025-09-19,4.5.0,0.0,4.26316,19,84037.0
Trillian,"Business, Social Networking",4+,12.0,2025-06-02,6.6.83,0.0,4.14656,539,34281.0
Pulsara: Medical Communication,Medical,4+,16.0,2025-09-17,63.7544,0.0,4.28125,64,248390.0
Grid Player,"Medical, Education",4+,7.0,2016-07-27,1.7.5,0.0,3.69231,26,19882.0
StudentSquare App,"Education, Productivity",4+,16.0,2025-09-23,2.110.1,0.0,3.78181,2342,143152.0
Zenzap: Work communication app,"Business, Productivity",17+,16.0,2025-09-18,1.0.151,0.0,4.82836,134,124132.0
LINE WORKS: Team Communication,"Business, Productivity",4+,16.0,2025-09-04,4.3.3,0.0,4.56044,182,265851.0
Breakroom Chat & Scheduling,"Business, Productivity",4+,12.4,2025-09-23,3.10,0.0,4.7397,8068,35704.0
Entend,"Productivity, Education",4+,,2025-09-02,1.0.14,0.0,5.0,3,173903.0
NCA 2024,"Education, Reference",17+,13.4,2024-10-28,1.0,0.0,5.0,2,56868.0
Genesys Cloud Communicate,Business,4+,16.0,2025-09-22,2025.1295.0,0.0,4.45455,55,33359.0
"Weave - Text, Call & Schedule","Business, Productivity",4+,15.6,2025-09-19,6.0.0,0.0,4.43152,1161,118103.0
Spruce: Medical Communication,"Medical, Health & Fitness",12+,15.0,2025-09-22,4.4.29,0.0,4.86174,77761,113124.0
Ringotel,"Business, Social Networking",4+,11.0,2025-09-20,3.7,0.0,4.77778,9,104518.0
Locker Room Team Communication,"Sports, Productivity",4+,13.0,2024-07-30,3.1,0.0,0.0,0,23062.0
Pumble,"Business, Productivity",4+,15.0,2025-09-24,1.1.55,0.0,4.74898,976,123245.0
Slowly: Make Global Friends,"Social Networking, Lifestyle",17+,13.4,2025-09-23,9.2.8,0.0,4.71304,7569,66077.0
24/7 Software Communicator,"Business, Productivity",4+,13.0,2025-09-01,3.7.1,0.0,5.0,3,96532.0
Beacon,"Social Networking, Business",4+,13.0,2022-11-08,1.9.3,0.0,5.0,17,15537.0
Speakap,"Social Networking, Business",4+,15.0,2025-09-24,2025.39.0,0.0,5.0,14,74100.0
Hinge Dating App: Match & Meet,"Lifestyle, Social Networking",17+,16.0,2025-09-22,9.92.0,0.0,4.42309,991036,173045.0
Bumble Dating App: Meet & Date,"Lifestyle, Social Networking",17+,16.0,2025-09-22,5.431.1,0.0,4.31055,1687372,227975.0
Plenty of Fish : Dating App,"Social Networking, Lifestyle",17+,17.0,2025-09-19,27.00,0.0,4.28087,1788719,89174.0
Tinder Dating App: Date & Chat,"Lifestyle, Social Networking",17+,16.0,2025-09-25,16.22.0,0.0,4.15212,1520907,229236.0
Duet Dating App: Chat & Meet,Lifestyle,17+,15.0,2025-09-25,2.38.1,0.0,4.54908,47966,168844.0
Hily Dating App: Meet. Date.,"Lifestyle, Social Networking",17+,15.0,2025-09-24,6.36.0,0.0,4.27071,272327,136695.0
DOWN: The Casual Dating App,"Lifestyle, Social Networking",17+,16.0,2025-09-24,67.3,0.0,4.29647,103886,189399.0
HUD™ Bedroom Dating App,"Lifestyle, Social Networking",17+,15.0,2025-09-19,9.3.10,0.0,4.12129,202735,278455.0
Badoo Dating: Meet New People,"Lifestyle, Social Networking",17+,16.0,2025-09-15,5.430.0,0.0,4.56449,135206,160031.0
"MeetMe - Meet, Chat & Go Live","Social Networking, Entertainment",17+,15.0,2025-09-24,210.0,0.0,4.29412,369953,311643.0
OkCupid Dating: Date Singles,"Lifestyle, Social Networking",17+,16.0,2025-09-22,105.2.1,0.0,4.31851,280133,99506.0
Instinct: Casual Dating App,"Lifestyle, Social Networking",17+,13.0,2025-09-09,9.35.0,0.0,4.88145,109015,85517.0
WooPlus - Body Positive Dating,"Social Networking, Lifestyle",17+,14.0,2025-09-09,9.6.4,0.0,4.49439,47928,218778.0
Match Dating App : Chat & Meet,"Social Networking, Lifestyle",17+,16.0,2025-08-14,25.08.01,0.0,3.88574,196966,157428.0
BLK: Black Singles Dating App,"Social Networking, Lifestyle",17+,16.0,2025-09-17,11.11.1,0.0,4.57744,517266,237435.0
Tagged Dating: Chat & Go Live!,"Social Networking, Lifestyle",17+,15.0,2025-09-24,210.0,0.0,4.48778,460268,308195.0
Boo — Dating. Friends. Chat.,"Social Networking, Lifestyle",17+,15.5,2025-09-18,1.13.96,0.0,4.1902,167906,175006.0
Chispa: Dating App for Latinos,"Social Networking, Lifestyle",17+,16.0,2025-09-26,11.11.2,0.0,4.53317,352397,245211.0
"Wink Dating: Meet, Chat & Date","Lifestyle, Social Networking",17+,17.0,2025-09-22,11.7.0,0.0,4.46598,308027,504430.0
happn: dating app,"Lifestyle, Social Networking",17+,16.4,2025-09-23,2025.18.0,0.0,4.32437,44066,111876.0
Grindr - Gay Dating & Chat,"Social Networking, Lifestyle",17+,15.0,2025-09-11,25.15.0,0.0,4.4714,370149,309875.0
Feeld: Open-Minded Dating App,"Lifestyle, Social Networking",17+,16.0,2025-09-05,8.3.0,0.0,4.31449,86833,216412.0
Upward: Christian Dating App,"Social Networking, Lifestyle",17+,16.0,2025-09-17,11.11.1,0.0,4.35583,145856,229959.0
3Fun: Couples & Singles Dating,"Social Networking, Lifestyle",17+,16.0,2025-09-25,3.5.3,0.0,4.43975,131903,62894.0
Wizz App - chat now,"Social Networking, Lifestyle",12+,15.5,2025-09-22,9.69.0,0.0,4.25122,291149,288508.0
Zoosk - Social Dating App,"Social Networking, Lifestyle",17+,15.0,2025-05-27,10.4.1,0.0,4.16235,105413,349075.0
Skout Dating App & Live Chat,"Social Networking, Lifestyle",17+,15.0,2025-09-23,210.0,0.0,4.37215,187675,310859.0
PURE: Anonymous Dating App,"Lifestyle, Social Networking",17+,15.0,2025-09-19,3.9.0,0.0,4.33866,72270,151980.0
Taimi LGBTQ+ Dating & Chat App,"Social Networking, Lifestyle",17+,13.4,2025-09-25,5.1.368,0.0,4.4226,173282,146517.0
Cougar Dating App - CougarD,Social Networking,17+,13.0,2025-09-20,3.5.3,0.0,4.1974,43391,120210.0
Kasual Dating App: Chat & Date,"Lifestyle, Social Networking",17+,12.0,2025-05-30,4.0.3,0.0,4.48414,98949,149807.0
BBW Dating & Curvy Meet: Bustr,"Social Networking, Lifestyle",17+,13.0,2025-09-23,4.1.7,0.0,4.25656,53921,89937.0
Coffee Meets Bagel: Dating App,"Lifestyle, Social Networking",17+,15.0,2025-09-25,9.21.0,0.0,4.3844,14901,99862.0
Bumpy – International Dating,"Social Networking, Lifestyle",17+,14.6,2025-09-19,2.6.16,0.0,4.57372,21202,71329.0
eharmony: dating & real love,"Lifestyle, Social Networking",17+,15.2,2025-09-24,10.67,0.0,4.04727,43177,115467.0
Jaumo Dating App: Flirt & Chat,"Lifestyle, Social Networking",17+,15.0,2025-09-25,202509.1.1,0.0,4.72776,11464,132664.0
"EZMatch: 18+ Dating,Meet&Flirt","Lifestyle, Social Networking",17+,12.0,2025-08-28,3.1.4,0.0,4.54549,25780,134250.0
The League: Intelligent Dating,"Lifestyle, Social Networking",17+,15.0,2025-09-09,2.9.9912,0.0,4.19128,48903,190566.0
Wild: Adult Casual Dating App,"Lifestyle, Social Networking",17+,14.0,2025-09-12,2.6.6,0.0,4.41694,65872,74187.0
Luxy - Selective Dating App,"Social Networking, Lifestyle",17+,14.0,2025-09-22,7.29.11,0.0,4.72529,100570,298092.0
HER:Lesbian&Queer LGBTQ Dating,"Lifestyle, Social Networking",17+,16.0,2025-09-24,6.25.9,0.0,4.40742,56889,287546.0
Yubo : Make friends & chat now,"Social Networking, Lifestyle",17+,17.0,2025-09-25,4.161.0,0.0,4.52278,360695,143895.0
Chat & Date: Online Dating App,"Lifestyle, Social Networking",17+,12.0,2022-03-07,5.254.0,0.0,4.20797,4967,161755.0
FET: Kinky BDSM Dating App,"Social Networking, Lifestyle",17+,15.1,2025-08-25,13.3.0,0.0,4.36219,16480,143937.0
Once: Love Match Maker,"Lifestyle, Social Networking",17+,13.4,2025-09-22,2.41.0,0.0,3.74733,41022,77326.0
LOVOO - Dating App & Chat App,"Lifestyle, Entertainment",17+,15.0,2025-09-24,210.0,0.0,4.553,9347,309559.0
Holy — Christian Dating App,"Social Networking, Lifestyle",17+,16.6,2025-08-14,9.17,0.0,4.70059,27872,35604.0
RAW - Date 100% real people,"Lifestyle, Social Networking",17+,14.0,2025-09-20,1.34.0,0.0,4.3558,4823,92511.0
Mingle2 - Dating & Meet People,"Lifestyle, Social Networking",17+,16.0,2025-09-02,3.28.0,0.0,4.41075,77977,302087.0
Kismia Dating - Meet Singles,"Lifestyle, Social Networking",17+,16.0,2025-09-20,1.9.21,0.0,4.49749,87953,190859.0
Duolingo - Language Lessons,"Education, Social Networking",4+,16.0,2025-09-22,7.92.0,0.0,4.72991,4535571,502534.0
Elevate - Brain Training Games,"Education, Puzzle, Word, Games",4+,16.0,2025-09-22,5.208.0,0.0,4.77288,497839,498464.0
Quizlet: More than Flashcards,Education,4+,16.0,2025-09-23,10.6,0.0,4.77718,983863,199081.0
TED Talks: Watch and Learn,"Education, Entertainment",12+,15.6,2025-09-24,7577,0.0,4.60902,10241,183370.0
Impulse - Brain Training,"Health & Fitness, Education",4+,16.0,2025-09-18,1.35,0.0,4.7488,780822,193557.0
Alison: Online Education App,Education,12+,15.6,2025-09-03,313,0.0,4.81433,8413,86285.0
Visual Anatomy Lite,"Medical, Education",12+,12.0,2025-04-10,5.6,0.0,4.67631,3318,136929.0
NASA,"Education, Reference",4+,15.6,2025-08-02,5.19,0.0,4.82746,63613,49267.0
The Great Courses Plus,"Education, Lifestyle",4+,15.0,2025-09-24,7.1.2,0.0,4.78888,17128,112340.0
"IXL - Math, English, & More","Education, Family, Games",4+,15.0,2025-07-15,10.6,0.0,4.32171,179087,125400.0
BrainPOP,Education,4+,15.0,2025-07-21,4.0.8,0.0,4.7313,34235,26058.0
Lumosity: Brain Training,"Education, Health & Fitness",4+,13.0,2025-09-21,10.19.41,0.0,4.6613,115200,199165.0
Wikipedia,"Reference, Education",4+,16.6,2025-09-15,7.8.2,0.0,4.35767,5656,154287.0
Minecraft Education,Education,9+,13.0,2025-08-20,1.21.92,0.0,3.98147,35618,1187095.0
SplashLearn: Kids Learning App,"Education, Puzzle, Games, Family",4+,13.0,2025-09-18,7.3.5,0.0,4.51471,30358,453140.0
Yuno - General knowledge,"Education, Books",4+,16.0,2025-09-22,4.9.1,0.0,4.76154,7364,111474.0
Udemy Online Video Courses,"Education, Productivity",4+,17.2,2025-09-04,8.93.0,0.0,4.73254,76478,142327.0
Lecturio Medical Education,"Medical, Education",17+,15.0,2025-09-17,34.1.0,0.0,4.79709,4189,123879.0
Babbel - Language Learning,"Education, Travel",12+,15.0,2025-09-15,21.83.0,0.0,4.72546,699988,166335.0
Kahoot! Play & Create Quizzes,"Education, Trivia, Games",4+,16.0,2025-09-25,6.4.7,0.0,4.56525,46613,240070.0
Wayground,"Education, Games",4+,13.0,2025-09-25,8.18,0.0,4.75286,41897,91667.0
Word of the Day・Vocabulary,"Education, Reference",4+,16.0,2025-09-22,9.12.12,0.0,4.67117,35438,208335.0
Revel by Pearson,"Education, Books",12+,15.0,2025-09-12,8.11.366,0.0,4.72919,8877,272106.0
Blinkist: Book Summaries Daily,"Education, Books",12+,16.4,2025-09-15,10.17.0,0.0,4.77897,141838,242130.0
Mimo: Learn Coding in Python,"Education, Developer Tools",4+,16.0,2025-09-22,9.25.0,0.0,4.85547,100375,201627.0
MedicTests 2025 EMS Education,"Education, Medical",17+,15.0,2025-09-17,10.1.5,0.0,4.80785,1655,35302.0
Acellus,Education,4+,16.4,2025-03-06,3.1.5,0.0,4.50833,31706,10746.0
LinkedIn Learning,"Education, Productivity",4+,16.0,2025-09-08,2025.9,0.0,4.80645,77887,88595.0
Frontline Education,"Education, Utilities",4+,15.0,2025-07-23,12.4.1,0.0,4.73139,65449,35029.0
Peak - Brain Training,"Education, Health & Fitness",4+,15.0,2025-09-22,5.36.5,0.0,4.65824,145047,309685.0
MasterClass: Online Classes,"Education, Entertainment",12+,15.0,2025-07-29,11.89.0,0.0,4.87517,122640,126671.0
Pearson+ | Study Prep & eTexts,"Education, Books",12+,16.0,2025-09-12,1.2.683,0.0,4.8243,50835,489865.0
Knowunity: AI Study Tutor,"Education, Social Networking",4+,16.6,2025-09-25,5.39.0,0.0,4.63408,3684,199898.0
Education by SendPulse,Education,4+,11.0,2025-07-22,1.14.0,0.0,4.89632,299,43921.0
Prodigy Math Game,"Education, Games, Role Playing, Adventure",4+,13.4,2025-09-18,4.9.4,0.0,4.74679,182406,38804.0
EM:RAP - Medical Education,"Medical, Education",17+,15.1,2025-08-04,22.4.0,0.0,4.82125,3575,51290.0
Full Code Medical Simulation,"Medical, Education",17+,14.0,2025-08-13,3.5.1,0.0,4.77353,5599,93181.0
Starfall,"Education, Music",4+,12.0,2025-09-20,3.3.24,0.0,4.06543,3882,156293.0
Math Balance Educational Games,"Education, Lifestyle",4+,11.2,2024-08-14,72.0.1,0.0,4.3726,4168,141219.0
Box Tops for Education™,"Shopping, Education",4+,16.0,2025-09-17,4.163.0,0.0,4.6811,145634,144429.0
ClassLink LaunchPad,"Education, Business",4+,15.0,2025-08-18,40.3.1,0.0,4.23742,7013,69510.0
Blackboard,"Education, Productivity",4+,14.0,2025-09-08,10.6.0,0.0,4.59342,431928,171172.0
DriverEdToGo Driver Education,"Education, Reference",4+,15.1,2025-09-20,4.0.17,0.0,4.70833,1536,65817.0
Ausmed - CE Portfolio App,"Medical, Education",4+,15.0,2025-08-24,9.1.0,0.0,4.69444,36,24143.0
10 Minute School,"Education, Productivity",4+,14.0,2025-09-15,2.9.3,0.0,4.38298,1034,282408.0
EducUp - Learn easy and fun,"Education, Lifestyle",4+,12.0,2025-09-09,3.11.6,0.0,4.78006,7393,94210.0
Edulog Parent Portal,Education,4+,12.4,2025-08-29,1.18.1,0.0,4.04624,8562,61647.0
Disney+,Entertainment,4+,16.5,2025-09-22,4.12.0,0.0,4.60147,1956893,201563.0
YouTube,"Photo & Video, Entertainment",12+,16.0,2025-09-23,20.38.4,0.0,4.68051,43810410,330464.0
Netflix,"Entertainment, Lifestyle",12+,17.0,2025-09-22,17.50.0,0.0,4.73287,4577696,196933.0
Tubi: Movies & Live TV,"Entertainment, Lifestyle",12+,15.0,2025-09-21,9.38.0,0.0,4.77398,875582,211191.0
Hulu: Stream TV shows & movies,"Entertainment, Lifestyle",12+,16.4,2025-09-22,9.17.0,0.0,4.57795,1427548,203111.0
HBO Max: Stream Movies & TV,"Entertainment, Lifestyle",12+,15.0,2025-09-25,6.5.1,0.0,4.86772,4362999,208975.0
Amazon Prime Video,"Entertainment, Lifestyle",12+,16.0,2025-09-26,10.98,0.0,4.77001,2999398,234584.0
Spotify: Music and Podcasts,"Music, Entertainment",12+,16.1,2025-09-24,9.0.82,0.0,4.78773,37059921,225839.0
Peacock TV: Stream TV & Movies,Entertainment,12+,15.0,2025-09-16,6.9.21,0.0,4.6635,3093168,117500.0
Pluto TV: Stream Movies/Shows,"Entertainment, News",17+,16.0,2025-09-02,5.70.1,0.0,4.7787,1447958,122338.0
Twitch: Live Streaming,"Photo & Video, Social Networking",12+,16.4,2025-09-22,26.2,0.0,4.7203,2559079,381674.0
Paramount+,Entertainment,12+,16.0,2025-09-15,15.4.0,0.0,4.61263,772797,148020.0
The Roku App (Official),"Entertainment, Utilities",12+,16.0,2025-08-29,13.0.0,0.0,4.75323,4821245,130187.0
"TikTok - Videos, Shop & LIVE","Entertainment, Photo & Video",12+,12.0,2025-09-23,41.8.0,0.0,4.73823,18161822,620979.0
Crunchyroll,"Entertainment, Lifestyle",17+,16.0,2025-09-24,4.87.3,0.0,4.76107,1243483,194182.0
Snapchat,"Photo & Video, Social Networking",12+,14.0,2025-09-26,13.60.1.0,0.0,4.69678,4837744,308368.0
ESPN: Live Sports & Scores,"Sports, Entertainment",4+,17.0,2025-09-22,8.2.1,0.0,4.6528,3731299,209752.0
STARZ,Entertainment,17+,17.0,2025-09-22,8.11.1,0.0,4.81194,331455,48007.0
Stack,"Games, Entertainment, Action, Casual",12+,13.0,2025-09-18,3.63,0.0,4.40609,55971,194688.0
Akinator,"Entertainment, Trivia, Games, Family",12+,12.0,2025-09-15,8.51,0.0,4.62294,378547,221117.0
E! News,"News, Entertainment",12+,14.0,2025-08-12,5.3.9,0.0,4.75453,48300,87504.0
